SizeRank,County,Year,Value
2071,West Feliciana Parish,2017,401977.44877202995
158,East Baton Rouge Parish,2017,337992.6796793407
160,Jefferson Parish,2017,331742.0223686357
178,Orleans Parish,2017,458781.3529373368
274,Caddo Parish,2017,227058.29437418407
462,Livingston Parish,2017,261269.02875326367
1041,Washington Parish,2017,199148.8983110313
1360,Iberville Parish,2017,267035.0489515339
1560,West Baton Rouge Parish,2017,283660.5303728786
1661,Plaquemines Parish,2017,427047.65268847905
1725,Pointe Coupee Parish,2017,333793.54722584854
2071,West Feliciana Parish,2017,403909.66209611617
158,East Baton Rouge Parish,2017,342607.8187173629
160,Jefferson Parish,2017,333364.870390013
178,Orleans Parish,2017,458366.4022070822
274,Caddo Parish,2017,227205.05811847255
462,Livingston Parish,2017,263475.76418896863
1041,Washington Parish,2017,198546.0055197454
1360,Iberville Parish,2017,266340.29683828325
1560,West Baton Rouge Parish,2017,284229.63582734985
1661,Plaquemines Parish,2017,427535.45736374013
1725,Pointe Coupee Parish,2017,335317.14494533284
2071,West Feliciana Parish,2017,404625.53129487595
158,East Baton Rouge Parish,2018,339181.3766043957
160,Jefferson Parish,2018,327787.2075649026
178,Orleans Parish,2018,449594.0181715364
274,Caddo Parish,2018,222228.0388161222
462,Livingston Parish,2018,259061.45527603768
1041,Washington Parish,2018,193248.40508627795
1360,Iberville Parish,2018,259287.1742285161
1560,West Baton Rouge Parish,2018,276915.927485096
1661,Plaquemines Parish,2018,418541.6866634542
1725,Pointe Coupee Parish,2018,328133.5160947325
2071,West Feliciana Parish,2018,394258.86236942816
158,East Baton Rouge Parish,2018,342934.0830243681
160,Jefferson Parish,2018,328684.92997407477
178,Orleans Parish,2018,453418.87220189
274,Caddo Parish,2018,223112.36238336645
462,Livingston Parish,2018,259771.59389821865
1041,Washington Parish,2018,193575.1306932901
1360,Iberville Parish,2018,259656.15772160867
1560,West Baton Rouge Parish,2018,276071.80044363555
1661,Plaquemines Parish,2018,417885.14340898494
1725,Pointe Coupee Parish,2018,327501.7091638226
2071,West Feliciana Parish,2018,392391.26994070254
158,East Baton Rouge Parish,2018,342841.3218110208
160,Jefferson Parish,2018,328859.114919138
178,Orleans Parish,2018,456531.526249766
274,Caddo Parish,2018,223108.23966277324
462,Livingston Parish,2018,260912.55682239044
1041,Washington Parish,2018,193841.04617155233
1360,Iberville Parish,2018,260013.80373306994
1560,West Baton Rouge Parish,2018,275130.78946823464
1661,Plaquemines Parish,2018,417071.9367719737
1725,Pointe Coupee Parish,2018,325311.51384867803
2071,West Feliciana Parish,2018,391406.9703990729
158,East Baton Rouge Parish,2018,340433.6529845843
160,Jefferson Parish,2018,327531.59888812335
178,Orleans Parish,2018,458441.37656457204
274,Caddo Parish,2018,223130.9146260359
462,Livingston Parish,2018,262743.04476577713
1041,Washington Parish,2018,194127.57525278066
1360,Iberville Parish,2018,260601.29141760286
1560,West Baton Rouge Parish,2018,275348.26297952665
1661,Plaquemines Parish,2018,415182.7000601337
1725,Pointe Coupee Parish,2018,323650.0574496131
2071,West Feliciana Parish,2018,390876.17012269667
158,East Baton Rouge Parish,2018,337670.39950698306
160,Jefferson Parish,2018,326734.8831334849
178,Orleans Parish,2018,457875.53316315357
274,Caddo Parish,2018,222323.89206991438
462,Livingston Parish,2018,264209.7026168127
1041,Washington Parish,2018,194093.56280788666
1360,Iberville Parish,2018,261177.4416205044
1560,West Baton Rouge Parish,2018,275432.7787516875
1661,Plaquemines Parish,2018,414380.8309047537
1725,Pointe Coupee Parish,2018,323514.00767003704
2071,West Feliciana Parish,2018,391344.09891002637
158,East Baton Rouge Parish,2018,336725.2658109889
160,Jefferson Parish,2018,326417.43364780745
178,Orleans Parish,2018,457494.18150828127
274,Caddo Parish,2018,221959.03129741503
462,Livingston Parish,2018,264987.86612878175
1041,Washington Parish,2018,194306.91359858547
1360,Iberville Parish,2018,262076.19470982486
1560,West Baton Rouge Parish,2018,275763.62707929284
1661,Plaquemines Parish,2018,413782.0057385895
1725,Pointe Coupee Parish,2018,323944.83197202784
2071,West Feliciana Parish,2018,391627.5359508098
158,East Baton Rouge Parish,2018,335763.6412326219
160,Jefferson Parish,2018,327210.0266818527
178,Orleans Parish,2018,455968.77488879237
274,Caddo Parish,2018,221872.45416495757
462,Livingston Parish,2018,264012.8427084868
1041,Washington Parish,2018,194758.3515035423
1360,Iberville Parish,2018,263047.0954095266
1560,West Baton Rouge Parish,2018,276184.14457980066
1661,Plaquemines Parish,2018,414042.7678161102
1725,Pointe Coupee Parish,2018,324215.9008510316
2071,West Feliciana Parish,2018,393298.2684712095
158,East Baton Rouge Parish,2018,335367.86005567346
160,Jefferson Parish,2018,328893.127364032
178,Orleans Parish,2018,456002.78733368637
274,Caddo Parish,2018,222490.86225393956
462,Livingston Parish,2018,263348.0540128312
1041,Washington Parish,2018,195329.34830570235
1360,Iberville Parish,2018,263926.2655760293
1560,West Baton Rouge Parish,2018,276814.92083056225
1661,Plaquemines Parish,2018,415789.7706674843
1725,Pointe Coupee Parish,2018,324950.77579677186
2071,West Feliciana Parish,2018,394256.80100913154
158,East Baton Rouge Parish,2018,334418.60363908607
160,Jefferson Parish,2018,330247.4410789026
178,Orleans Parish,2018,455940.9465247882
274,Caddo Parish,2018,222958.79104126926
462,Livingston Parish,2018,262695.6334789552
1041,Washington Parish,2018,195640.61371048994
1360,Iberville Parish,2018,264818.83458446
1560,West Baton Rouge Parish,2018,277517.84469170513
1661,Plaquemines Parish,2018,417944.9228575866
1725,Pointe Coupee Parish,2018,325443.4409076609
2071,West Feliciana Parish,2018,396054.30718777253
158,East Baton Rouge Parish,2018,333389.9848510794
160,Jefferson Parish,2018,331292.5507492822
178,Orleans Parish,2018,455493.6313404246
274,Caddo Parish,2018,223261.81100487043
462,Livingston Parish,2018,262279.2386990406
1041,Washington Parish,2018,196187.904869239
1360,Iberville Parish,2018,265101.2409450951
1560,West Baton Rouge Parish,2018,278236.2287550725
1661,Plaquemines Parish,2018,420315.4871986842
1725,Pointe Coupee Parish,2018,326118.53640479955
2071,West Feliciana Parish,2018,397133.4293030461
158,East Baton Rouge Parish,2018,331348.20747729053
160,Jefferson Parish,2018,332826.2028099575
178,Orleans Parish,2018,452095.47889146855
274,Caddo Parish,2018,223180.38727315445
462,Livingston Parish,2018,261412.43669431756
1041,Washington Parish,2018,197247.4440616948
1360,Iberville Parish,2018,265736.1399164499
1560,West Baton Rouge Parish,2018,279434.90976754925
1661,Plaquemines Parish,2018,422252.1351973461
1725,Pointe Coupee Parish,2018,326710.1468099256
2071,West Feliciana Parish,2018,398945.36500376335
158,East Baton Rouge Parish,2018,330885.43209070235
160,Jefferson Parish,2018,334832.93705870403
178,Orleans Parish,2018,449588.86477079487
274,Caddo Parish,2018,223691.6046267129
462,Livingston Parish,2018,260821.85696933974
1041,Washington Parish,2018,198463.6466366927
1360,Iberville Parish,2018,266530.7943107918
1560,West Baton Rouge Parish,2018,280722.22927278007
1661,Plaquemines Parish,2018,424010.47553035157
1725,Pointe Coupee Parish,2018,327069.8541816835
2071,West Feliciana Parish,2018,400492.41590636654
158,East Baton Rouge Parish,2019,325129.1865155266
160,Jefferson Parish,2019,330248.57392522006
178,Orleans Parish,2019,439587.02687585313
274,Caddo Parish,2019,219661.90964847428
462,Livingston Parish,2019,255735.52067418452
1041,Washington Parish,2019,195564.243462921
1360,Iberville Parish,2019,262942.3466519594
1560,West Baton Rouge Parish,2019,277262.8636180507
1661,Plaquemines Parish,2019,417646.6505004752
1725,Pointe Coupee Parish,2019,321909.9553581556
2071,West Feliciana Parish,2019,395402.5730725151
158,East Baton Rouge Parish,2019,325981.5741364406
160,Jefferson Parish,2019,329930.70015685074
178,Orleans Parish,2019,441217.90152821934
274,Caddo Parish,2019,219433.12152219572
462,Livingston Parish,2019,255658.58307419706
1041,Washington Parish,2019,196001.57297863933
1360,Iberville Parish,2019,262832.0019361879
1560,West Baton Rouge Parish,2019,277966.4377231994
1661,Plaquemines Parish,2019,418864.4917213297
1725,Pointe Coupee Parish,2019,323172.33940005547
2071,West Feliciana Parish,2019,396593.08119863714
158,East Baton Rouge Parish,2019,324674.6472734953
160,Jefferson Parish,2019,328700.710893893
178,Orleans Parish,2019,442321.3486859346
274,Caddo Parish,2019,218907.71870122856
462,Livingston Parish,2019,255208.09317953346
1041,Washington Parish,2019,196544.18552591946
1360,Iberville Parish,2019,262432.12888362136
1560,West Baton Rouge Parish,2019,278475.6431546955
1661,Plaquemines Parish,2019,420320.23210004024
1725,Pointe Coupee Parish,2019,324994.5457155485
2071,West Feliciana Parish,2019,397350.3091564087
158,East Baton Rouge Parish,2019,323012.3901790289
160,Jefferson Parish,2019,327115.391399414
178,Orleans Parish,2019,444196.1965172086
274,Caddo Parish,2019,218400.53794341636
462,Livingston Parish,2019,255218.21654795288
1041,Washington Parish,2019,197235.61158896488
1360,Iberville Parish,2019,262326.84585205954
1560,West Baton Rouge Parish,2019,278914.9973440977
1661,Plaquemines Parish,2019,422070.56249975547
1725,Pointe Coupee Parish,2019,326607.19830475986
2071,West Feliciana Parish,2019,397905.0697457922
158,East Baton Rouge Parish,2019,321517.16866348265
160,Jefferson Parish,2019,327856.42196771456
178,Orleans Parish,2019,444750.95710659196
274,Caddo Parish,2019,218367.1308276323
462,Livingston Parish,2019,255463.2020637025
1041,Washington Parish,2019,197714.44691520277
1360,Iberville Parish,2019,263573.0325044884
1560,West Baton Rouge Parish,2019,279746.12589133094
1661,Plaquemines Parish,2019,423379.51403638464
1725,Pointe Coupee Parish,2019,327341.1425151667
2071,West Feliciana Parish,2019,399413.45164028363
158,East Baton Rouge Parish,2019,321443.26807402103
160,Jefferson Parish,2019,328460.78706235305
178,Orleans Parish,2019,444755.00645395974
274,Caddo Parish,2019,218254.7614381769
462,Livingston Parish,2019,255477.37477948968
1041,Washington Parish,2019,198215.55365196336
1360,Iberville Parish,2019,265021.6865253053
1560,West Baton Rouge Parish,2019,280687.5991543357
1661,Plaquemines Parish,2019,424156.988730995
1725,Pointe Coupee Parish,2019,328136.8392729321
2071,West Feliciana Parish,2019,401339.9286504965
158,East Baton Rouge Parish,2019,321626.50104241224
160,Jefferson Parish,2019,329729.24512530456
178,Orleans Parish,2019,444640.61239082046
274,Caddo Parish,2019,218362.0691434226
462,Livingston Parish,2019,255159.50101112036
1041,Washington Parish,2019,198748.04283082407
1360,Iberville Parish,2019,266454.14315665123
1560,West Baton Rouge Parish,2019,281474.1848805235
1661,Plaquemines Parish,2019,425118.70873083855
1725,Pointe Coupee Parish,2019,329175.4968727631
2071,West Feliciana Parish,2019,402722.7807765873
158,East Baton Rouge Parish,2019,321140.57935828075
160,Jefferson Parish,2019,330731.45859882573
178,Orleans Parish,2019,443654.59630677034
274,Caddo Parish,2019,218247.6750802833
462,Livingston Parish,2019,255136.2172637557
1041,Washington Parish,2019,199413.14813597902
1360,Iberville Parish,2019,268032.3762932366
1560,West Baton Rouge Parish,2019,282401.485427741
1661,Plaquemines Parish,2019,426232.2792569731
1725,Pointe Coupee Parish,2019,330507.73215675686
2071,West Feliciana Parish,2019,403773.58641852165
158,East Baton Rouge Parish,2019,319467.186558553
160,Jefferson Parish,2019,331729.6227249791
178,Orleans Parish,2019,444467.5027908486
274,Caddo Parish,2019,218063.42977505014
462,Livingston Parish,2019,256264.97284251943
1041,Washington Parish,2019,199964.87171483666
1360,Iberville Parish,2019,269383.84597722726
1560,West Baton Rouge Parish,2019,283341.9463539038
1661,Plaquemines Parish,2019,427518.9593830796
1725,Pointe Coupee Parish,2019,331918.92971442203
2071,West Feliciana Parish,2019,404186.61985003337
158,East Baton Rouge Parish,2019,317807.9664746124
160,Jefferson Parish,2019,332612.3804511513
178,Orleans Parish,2019,443565.5106646796
274,Caddo Parish,2019,217920.69028033654
462,Livingston Parish,2019,257816.88522121432
1041,Washington Parish,2019,200986.3195883547
1360,Iberville Parish,2019,270587.5144822946
1560,West Baton Rouge Parish,2019,284142.7047958788
1661,Plaquemines Parish,2019,428553.56763554283
1725,Pointe Coupee Parish,2019,333158.0300089573
2071,West Feliciana Parish,2019,405211.1047340773
158,East Baton Rouge Parish,2019,316947.48015896295
160,Jefferson Parish,2019,332868.50167216227
178,Orleans Parish,2019,298283.46461078554
274,Caddo Parish,2019,218081.65183820506
462,Livingston Parish,2019,259102.55301047885
1041,Washington Parish,2019,201096.6643041262
1360,Iberville Parish,2019,269906.2117876686
1560,West Baton Rouge Parish,2019,283738.7823959445
1661,Plaquemines Parish,2019,427745.72283567436
1725,Pointe Coupee Parish,2019,333173.21506158635
2071,West Feliciana Parish,2019,404308.1002710663
158,East Baton Rouge Parish,2019,317876.8053798644
160,Jefferson Parish,2019,335334.5542191295
178,Orleans Parish,2019,466557.70501883375
274,Caddo Parish,2019,218711.32535389208
462,Livingston Parish,2019,259838.52189456963
1041,Washington Parish,2019,201310.26737777566
1360,Iberville Parish,2019,269414.2160824855
1560,West Baton Rouge Parish,2019,283330.8106486425
1661,Plaquemines Parish,2019,427093.77790946455
1725,Pointe Coupee Parish,2019,332316.77809330466
2071,West Feliciana Parish,2019,404428.56835525716
158,East Baton Rouge Parish,2020,316180.0
160,Jefferson Parish,2020,333788.0
178,Orleans Parish,2020,473704.0
274,Caddo Parish,2020,216692.0
462,Livingston Parish,2020,256987.0
1041,Washington Parish,2020,198603.0
1360,Iberville Parish,2020,265020.0
1560,West Baton Rouge Parish,2020,279702.0
1661,Plaquemines Parish,2020,421264.0
1725,Pointe Coupee Parish,2020,326795.0
2071,West Feliciana Parish,2020,399359.0
158,East Baton Rouge Parish,2020,318946.0
160,Jefferson Parish,2020,335933.0
178,Orleans Parish,2020,476007.0
274,Caddo Parish,2020,217404.0
462,Livingston Parish,2020,257784.0
1041,Washington Parish,2020,199655.0
1360,Iberville Parish,2020,266021.0
1560,West Baton Rouge Parish,2020,280970.0
1661,Plaquemines Parish,2020,423229.0
1725,Pointe Coupee Parish,2020,327462.0
2071,West Feliciana Parish,2020,401748.0
158,East Baton Rouge Parish,2020,321895.0
