SizeRank,County,Year,Value
160,Jefferson Parish,2017,147746.7446189621
178,Orleans Parish,2017,143955.17191579632
274,Caddo Parish,2017,40601.820308420356
462,Livingston Parish,2017,134340.56288348563
1041,Washington Parish,2017,50809.819443537854
1360,Iberville Parish,2017,100916.4399396214
1560,West Baton Rouge Parish,2017,111844.53169060052
1661,Plaquemines Parish,2017,175214.79359497386
1725,Pointe Coupee Parish,2017,107020.33350603784
2071,West Feliciana Parish,2017,141469.69095137075
158,East Baton Rouge Parish,2018,120611.22163460197
160,Jefferson Parish,2018,145442.3677675254
178,Orleans Parish,2018,141617.5137371718
274,Caddo Parish,2018,40006.88063654139
462,Livingston Parish,2018,132714.4986161278
1041,Washington Parish,2018,49088.20342324188
1360,Iberville Parish,2018,98029.01958527639
1560,West Baton Rouge Parish,2018,108827.4554990502
1661,Plaquemines Parish,2018,172111.21660487363
1725,Pointe Coupee Parish,2018,104246.08223984197
2071,West Feliciana Parish,2018,138796.54217126564
158,East Baton Rouge Parish,2018,122102.61580919687
160,Jefferson Parish,2018,146108.18714332933
178,Orleans Parish,2018,143394.4063128467
274,Caddo Parish,2018,40426.367456900836
462,Livingston Parish,2018,133764.76168724886
1041,Washington Parish,2018,49103.663625466426
1360,Iberville Parish,2018,98424.80076222486
1560,West Baton Rouge Parish,2018,108324.48358667818
1661,Plaquemines Parish,2018,171427.8756665485
1725,Pointe Coupee Parish,2018,103311.25534533086
2071,West Feliciana Parish,2018,139006.8009215195
158,East Baton Rouge Parish,2018,122209.80654462041
160,Jefferson Parish,2018,146520.45920265064
178,Orleans Parish,2018,145027.00366775916
274,Caddo Parish,2018,40606.73648285392
462,Livingston Parish,2018,134464.5935079468
1041,Washington Parish,2018,49095.41818428
1360,Iberville Parish,2018,98939.11015622823
1560,West Baton Rouge Parish,2018,107771.0083470393
1661,Plaquemines Parish,2018,170618.79175013042
1725,Pointe Coupee Parish,2018,101991.98475550264
2071,West Feliciana Parish,2018,139654.06805465397
158,East Baton Rouge Parish,2018,121594.49049608334
160,Jefferson Parish,2018,146228.77672068082
178,Orleans Parish,2018,145649.53447733435
274,Caddo Parish,2018,40602.61376226071
462,Livingston Parish,2018,135444.77032898326
1041,Washington Parish,2018,49216.00776163149
1360,Iberville Parish,2018,99398.79350237148
1560,West Baton Rouge Parish,2018,107893.6592846874
1661,Plaquemines Parish,2018,168622.36430286692
1725,Pointe Coupee Parish,2018,101487.98216298231
2071,West Feliciana Parish,2018,139464.42290736616
158,East Baton Rouge Parish,2018,120631.83523756804
160,Jefferson Parish,2018,146192.7029154902
178,Orleans Parish,2018,145151.71596570386
274,Caddo Parish,2018,40399.569773044954
462,Livingston Parish,2018,136159.03167175746
1041,Washington Parish,2018,49253.11224697041
1360,Iberville Parish,2018,99655.43285929902
1560,West Baton Rouge Parish,2018,107962.71485462373
1661,Plaquemines Parish,2018,167706.08965102525
1725,Pointe Coupee Parish,2018,101542.60821084239
2071,West Feliciana Parish,2018,139490.18991107377
158,East Baton Rouge Parish,2018,120220.59385839502
160,Jefferson Parish,2018,146325.66065462132
178,Orleans Parish,2018,145049.67863102182
274,Caddo Parish,2018,40219.20074709187
462,Livingston Parish,2018,136636.2365804219
1041,Washington Parish,2018,49334.53597868638
1360,Iberville Parish,2018,100119.23892603551
1560,West Baton Rouge Parish,2018,108110.10211583109
1661,Plaquemines Parish,2018,167278.35738947938
1725,Pointe Coupee Parish,2018,101800.27824791822
2071,West Feliciana Parish,2018,139501.5273927051
158,East Baton Rouge Parish,2018,119770.18663358648
160,Jefferson Parish,2018,146987.35730983203
178,Orleans Parish,2018,144701.3087408953
274,Caddo Parish,2018,40136.74633522761
462,Livingston Parish,2018,136256.94628584626
1041,Washington Parish,2018,49443.788074406526
1360,Iberville Parish,2018,100564.49275010254
1560,West Baton Rouge Parish,2018,108331.6983477163
1661,Plaquemines Parish,2018,167442.23553305957
1725,Pointe Coupee Parish,2018,101792.03280673178
2071,West Feliciana Parish,2018,139938.53577558568
158,East Baton Rouge Parish,2018,119613.52325104437
160,Jefferson Parish,2018,147809.8400681781
178,Orleans Parish,2018,144956.91741767453
274,Caddo Parish,2018,40241.87571035454
462,Livingston Parish,2018,135887.96279275368
1041,Washington Parish,2018,49562.3162914614
1360,Iberville Parish,2018,101208.6678427921
1560,West Baton Rouge Parish,2018,108591.42974508874
1661,Plaquemines Parish,2018,168569.79961530343
1725,Pointe Coupee Parish,2018,101910.56102378666
2071,West Feliciana Parish,2018,140145.70248539466
158,East Baton Rouge Parish,2018,119275.46016240088
160,Jefferson Parish,2018,148474.62876383372
178,Orleans Parish,2018,145081.62971561923
274,Caddo Parish,2018,40386.17093111701
462,Livingston Parish,2018,135458.1691709112
1041,Washington Parish,2018,49626.218460656215
1360,Iberville Parish,2018,101898.19286200702
1560,West Baton Rouge Parish,2018,108810.96461667735
1661,Plaquemines Parish,2018,169876.702043352
1725,Pointe Coupee Parish,2018,101999.19951654074
2071,West Feliciana Parish,2018,140647.6437176184
158,East Baton Rouge Parish,2018,118938.4277539057
160,Jefferson Parish,2018,149033.25740421412
178,Orleans Parish,2018,145183.66705030124
274,Caddo Parish,2018,40556.233155587055
462,Livingston Parish,2018,135201.52981398368
1041,Washington Parish,2018,49774.63640201189
1360,Iberville Parish,2018,101926.02122601122
1560,West Baton Rouge Parish,2018,108989.27228233381
1661,Plaquemines Parish,2018,171347.48261498084
1725,Pointe Coupee Parish,2018,102277.48315658265
2071,West Feliciana Parish,2018,140900.1603539527
158,East Baton Rouge Parish,2018,118248.90273469078
160,Jefferson Parish,2018,150072.18299370384
178,Orleans Parish,2018,144406.53421848058
274,Caddo Parish,2018,40611.88988359543
462,Livingston Parish,2018,134821.20883925975
1041,Washington Parish,2018,50130.22105317653
1360,Iberville Parish,2018,102053.82556440082
1560,West Baton Rouge Parish,2018,109444.83290788389
1661,Plaquemines Parish,2018,172466.80125603825
1725,Pointe Coupee Parish,2018,102698.0006570904
2071,West Feliciana Parish,2018,141527.8445642694
158,East Baton Rouge Parish,2018,118099.4541131868
160,Jefferson Parish,2018,151153.36646927404
178,Orleans Parish,2018,143495.41296738043
274,Caddo Parish,2018,40669.60797190043
462,Livingston Parish,2018,134576.93764411187
1041,Washington Parish,2018,50522.910189680086
1360,Iberville Parish,2018,102112.57433285411
1560,West Baton Rouge Parish,2018,109989.03202618803
1661,Plaquemines Parish,2018,173197.5534811853
1725,Pointe Coupee Parish,2018,102920.62756912391
2071,West Feliciana Parish,2018,141972.06770818814
158,East Baton Rouge Parish,2019,116066.44360217008
160,Jefferson Parish,2019,149101.0194283747
178,Orleans Parish,2019,140327.0960192758
274,Caddo Parish,2019,39664.36980407342
462,Livingston Parish,2019,131850.79964170742
1041,Washington Parish,2019,49725.985676120734
1360,Iberville Parish,2019,100834.82347833228
1560,West Baton Rouge Parish,2019,108711.81644547185
1661,Plaquemines Parish,2019,170488.6598880531
1725,Pointe Coupee Parish,2019,101488.79307822589
2071,West Feliciana Parish,2019,140100.3325666811
158,East Baton Rouge Parish,2019,116301.3057495003
160,Jefferson Parish,2019,148899.56439682853
178,Orleans Parish,2019,141028.64545074062
274,Caddo Parish,2019,39247.28702519391
462,Livingston Parish,2019,131870.0340417043
1041,Washington Parish,2019,49772.55317085
1360,Iberville Parish,2019,100070.50916266716
1560,West Baton Rouge Parish,2019,108898.08642438891
1661,Plaquemines Parish,2019,170924.9770669295
1725,Pointe Coupee Parish,2019,101973.70242551542
2071,West Feliciana Parish,2019,140486.03290346047
158,East Baton Rouge Parish,2019,115729.33543380388
160,Jefferson Parish,2019,148349.8654916548
178,Orleans Parish,2019,141987.32844005834
274,Caddo Parish,2019,38941.56129892786
462,Livingston Parish,2019,131596.70309438035
1041,Washington Parish,2019,49855.564791889126
1360,Iberville Parish,2019,99213.0598575435
1560,West Baton Rouge Parish,2019,109001.34478226685
1661,Plaquemines Parish,2019,171627.53883523625
1725,Pointe Coupee Parish,2019,102602.36360436052
2071,West Feliciana Parish,2019,140854.52351392686
158,East Baton Rouge Parish,2019,114986.2801918195
160,Jefferson Parish,2019,147811.30229174244
178,Orleans Parish,2019,142892.35757675322
274,Caddo Parish,2019,38817.04386736917
462,Livingston Parish,2019,131696.92444173247
1041,Washington Parish,2019,50086.377591851575
1360,Iberville Parish,2019,98437.60983661702
1560,West Baton Rouge Parish,2019,109062.08499278329
1661,Plaquemines Parish,2019,172173.18839304222
1725,Pointe Coupee Parish,2019,102913.15101483627
2071,West Feliciana Parish,2019,141169.36027177036
158,East Baton Rouge Parish,2019,114441.64297085548
160,Jefferson Parish,2019,148211.17534430895
178,Orleans Parish,2019,143582.77130295665
274,Caddo Parish,2019,38960.795698924725
462,Livingston Parish,2019,131762.7263364586
1041,Washington Parish,2019,50200.771654990865
1360,Iberville Parish,2019,98940.74124706148
1560,West Baton Rouge Parish,2019,109320.23088747813
1661,Plaquemines Parish,2019,172460.69205615335
1725,Pointe Coupee Parish,2019,102819.0036885358
2071,West Feliciana Parish,2019,141511.5301243463
158,East Baton Rouge Parish,2019,114394.06313928426
160,Jefferson Parish,2019,148741.63984948583
178,Orleans Parish,2019,144082.8657028753
274,Caddo Parish,2019,38937.51195156009
462,Livingston Parish,2019,131861.9353469688
1041,Washington Parish,2019,50312.12870760432
1360,Iberville Parish,2019,99624.06861537136
1560,West Baton Rouge Parish,2019,109618.87025585059
1661,Plaquemines Parish,2019,172273.40974039436
1725,Pointe Coupee Parish,2019,102846.33678326818
2071,West Feliciana Parish,2019,141918.4895348064
158,East Baton Rouge Parish,2019,114482.13644453308
160,Jefferson Parish,2019,149462.4236809475
178,Orleans Parish,2019,144760.11905013357
274,Caddo Parish,2019,38866.64837262425
462,Livingston Parish,2019,131895.3424627528
1041,Washington Parish,2019,50435.63380232107
1360,Iberville Parish,2019,100353.96347841051
1560,West Baton Rouge Parish,2019,109825.38697160648
1661,Plaquemines Parish,2019,172385.77912984975
1725,Pointe Coupee Parish,2019,103075.12490954676
2071,West Feliciana Parish,2019,142311.27622947932
158,East Baton Rouge Parish,2019,114351.54499192275
160,Jefferson Parish,2019,150247.99707029338
178,Orleans Parish,2019,144958.5370711539
274,Caddo Parish,2019,38760.353004220495
462,Livingston Parish,2019,131996.57614694687
1041,Washington Parish,2019,50610.76807597679
1360,Iberville Parish,2019,101860.3206992181
1560,West Baton Rouge Parish,2019,110213.1119820697
1661,Plaquemines Parish,2019,172645.94969822848
1725,Pointe Coupee Parish,2019,103548.89855157495
2071,West Feliciana Parish,2019,142800.2349241366
158,East Baton Rouge Parish,2019,113854.48760252993
160,Jefferson Parish,2019,150818.95504914786
178,Orleans Parish,2019,146046.79917624005
274,Caddo Parish,2019,38572.05835161955
462,Livingston Parish,2019,132717.35997840855
1041,Washington Parish,2019,50830.44517067789
1360,Iberville Parish,2019,103131.81577269542
1560,West Baton Rouge Parish,2019,110678.78692936238
1661,Plaquemines Parish,2019,172985.08254027856
1725,Pointe Coupee Parish,2019,103782.74836206321
2071,West Feliciana Parish,2019,143158.60216618358
158,East Baton Rouge Parish,2019,113343.25749734994
160,Jefferson Parish,2019,151272.48195433724
178,Orleans Parish,2019,145965.81222888478
274,Caddo Parish,2019,38482.972709528774
462,Livingston Parish,2019,133651.7468835197
1041,Washington Parish,2019,51191.84942325067
1360,Iberville Parish,2019,104255.50966724947
1560,West Baton Rouge Parish,2019,111029.0554766738
1661,Plaquemines Parish,2019,173128.83437183412
1725,Pointe Coupee Parish,2019,104114.79484621972
2071,West Feliciana Parish,2019,143513.93239770472
158,East Baton Rouge Parish,2019,113142.81480264572
160,Jefferson Parish,2019,151363.59227011187
178,Orleans Parish,2019,145979.98494467195
274,Caddo Parish,2019,38439.44222532533
462,Livingston Parish,2019,134661.04671493446
1041,Washington Parish,2019,51355.84799164505
1360,Iberville Parish,2019,103617.7374568269
1560,West Baton Rouge Parish,2019,110873.15560301495
1661,Plaquemines Parish,2019,172604.4438877089
1725,Pointe Coupee Parish,2019,104152.25130937152
2071,West Feliciana Parish,2019,143314.50203984242
158,East Baton Rouge Parish,2019,113698.58772887109
160,Jefferson Parish,2019,152704.93858568315
178,Orleans Parish,2019,146011.3673867721
274,Caddo Parish,2019,38668.2303516039
462,Livingston Parish,2019,135286.6708832537
1041,Washington Parish,2019,51471.25439162627
1360,Iberville Parish,2019,103453.73888843253
1560,West Baton Rouge Parish,2019,110709.15703462058
1661,Plaquemines Parish,2019,172388.81614037557
1725,Pointe Coupee Parish,2019,104079.3630567518
2071,West Feliciana Parish,2019,143578.72195558893
158,East Baton Rouge Parish,2020,113339.0
160,Jefferson Parish,2020,152256.0
178,Orleans Parish,2020,144571.0
274,Caddo Parish,2020,38544.0
462,Livingston Parish,2020,133912.0
1041,Washington Parish,2020,50791.0
1360,Iberville Parish,2020,101291.0
1560,West Baton Rouge Parish,2020,109344.0
1661,Plaquemines Parish,2020,170135.0
1725,Pointe Coupee Parish,2020,102446.0
2071,West Feliciana Parish,2020,142076.0
158,East Baton Rouge Parish,2020,114578.0
160,Jefferson Parish,2020,153310.0
178,Orleans Parish,2020,144956.0
274,Caddo Parish,2020,38928.0
462,Livingston Parish,2020,134408.0
1041,Washington Parish,2020,51053.0
1360,Iberville Parish,2020,102062.0
1560,West Baton Rouge Parish,2020,109836.0
1661,Plaquemines Parish,2020,170928.0
1725,Pointe Coupee Parish,2020,102666.0
2071,West Feliciana Parish,2020,143122.0
158,East Baton Rouge Parish,2020,115901.0
160,Jefferson Parish,2020,153510.0
178,Orleans Parish,2020,144977.0
274,Caddo Parish,2020,39073.0
462,Livingston Parish,2020,135112.0
1041,Washington Parish,2020,51301.0
1360,Iberville Parish,2020,101198.0
1560,West Baton Rouge Parish,2020,110219.0
1661,Plaquemines Parish,2020,171670.0
1725,Pointe Coupee Parish,2020,103047.0
2071,West Feliciana Parish,2020,144054.0
158,East Baton Rouge Parish,2020,117015.0
160,Jefferson Parish,2020,153846.0
178,Orleans Parish,2020,144742.0
274,Caddo Parish,2020,39219.0
462,Livingston Parish,2020,135945.0
1041,Washington Parish,2020,51514.0
1360,Iberville Parish,2020,101336.0
1560,West Baton Rouge Parish,2020,110369.0
1661,Plaquemines Parish,2020,172713.0
1725,Pointe Coupee Parish,2020,103676.0
2071,West Feliciana Parish,2020,144657.0
158,East Baton Rouge Parish,2020,117367.0
160,Jefferson Parish,2020,154294.0
178,Orleans Parish,2020,144820.0
274,Caddo Parish,2020,39294.0
462,Livingston Parish,2020,136192.0
1041,Washington Parish,2020,51424.0
1360,Iberville Parish,2020,100203.0
1560,West Baton Rouge Parish,2020,110155.0
1661,Plaquemines Parish,2020,173171.0
1725,Pointe Coupee Parish,2020,103623.0
2071,West Feliciana Parish,2020,144653.0
158,East Baton Rouge Parish,2020,117073.0
160,Jefferson Parish,2020,154559.0
178,Orleans Parish,2020,144760.0
274,Caddo Parish,2020,39338.0
462,Livingston Parish,2020,136506.0
1041,Washington Parish,2020,51427.0
1360,Iberville Parish,2020,100497.0
1560,West Baton Rouge Parish,2020,110026.0
1661,Plaquemines Parish,2020,173350.0
1725,Pointe Coupee Parish,2020,103628.0
2071,West Feliciana Parish,2020,262250.11100872024
158,East Baton Rouge Parish,2020,116748.0
160,Jefferson Parish,2020,155138.0
178,Orleans Parish,2020,145450.0
274,Caddo Parish,2020,39389.0
462,Livingston Parish,2020,136899.0
1041,Washington Parish,2020,51551.0
1360,Iberville Parish,2020,100638.0
1560,West Baton Rouge Parish,2020,110133.0
1661,Plaquemines Parish,2020,173379.0
1725,Pointe Coupee Parish,2020,103573.0
2071,West Feliciana Parish,2020,262250.11100872024
158,East Baton Rouge Parish,2020,116746.0
160,Jefferson Parish,2020,156081.0
178,Orleans Parish,2020,146165.0
274,Caddo Parish,2020,39681.0
462,Livingston Parish,2020,137630.0
1041,Washington Parish,2020,51769.0
1360,Iberville Parish,2020,101138.0
1560,West Baton Rouge Parish,2020,110268.0
1661,Plaquemines Parish,2020,173533.0
1725,Pointe Coupee Parish,2020,103751.0
2071,West Feliciana Parish,2020,262250.11100872024
158,East Baton Rouge Parish,2020,117028.0
160,Jefferson Parish,2020,157836.0
178,Orleans Parish,2020,147343.0
274,Caddo Parish,2020,40094.0
462,Livingston Parish,2020,137986.0
1041,Washington Parish,2020,51945.0
1360,Iberville Parish,2020,101358.0
1560,West Baton Rouge Parish,2020,110279.0
1661,Plaquemines Parish,2020,174068.0
1725,Pointe Coupee Parish,2020,104031.0
2071,West Feliciana Parish,2020,137470.0
158,East Baton Rouge Parish,2020,117191.0
160,Jefferson Parish,2020,159304.0
178,Orleans Parish,2020,148765.0
274,Caddo Parish,2020,40611.0
462,Livingston Parish,2020,138614.0
1041,Washington Parish,2020,52190.0
1360,Iberville Parish,2020,101818.0
1560,West Baton Rouge Parish,2020,110251.0
1661,Plaquemines Parish,2020,174807.0
1725,Pointe Coupee Parish,2020,104262.0
2071,West Feliciana Parish,2020,137545.0
158,East Baton Rouge Parish,2020,118222.0
160,Jefferson Parish,2020,160436.0
178,Orleans Parish,2020,149960.0
274,Caddo Parish,2020,40645.0
462,Livingston Parish,2020,139700.0
1041,Washington Parish,2020,52548.0
1360,Iberville Parish,2020,102488.0
1560,West Baton Rouge Parish,2020,110811.0
1661,Plaquemines Parish,2020,176018.0
1725,Pointe Coupee Parish,2020,104961.0
2071,West Feliciana Parish,2020,138411.0
158,East Baton Rouge Parish,2020,118948.0
160,Jefferson Parish,2020,161727.0
178,Orleans Parish,2020,150689.0
274,Caddo Parish,2020,40632.0
462,Livingston Parish,2020,141354.0
1041,Washington Parish,2020,53000.0
1360,Iberville Parish,2020,103112.0
1560,West Baton Rouge Parish,2020,111218.0
1661,Plaquemines Parish,2020,176824.0
1725,Pointe Coupee Parish,2020,105488.0
2071,West Feliciana Parish,2020,139044.0
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,230897.88796747968
178,Orleans Parish,2000,191359.3224796748
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,230782.1594715447
178,Orleans Parish,2000,191529.15780487805
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,230704.00516260162
178,Orleans Parish,2000,191925.9412195122
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,231019.62833333333
178,Orleans Parish,2000,192651.87451219512
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,232026.61654471545
178,Orleans Parish,2000,193451.45321138212
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,232004.07203252031
178,Orleans Parish,2000,194753.02304878048
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,231668.91028455284
178,Orleans Parish,2000,195686.36585365853
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,231178.94288617885
178,Orleans Parish,2000,196729.42528455282
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,231717.00524390241
178,Orleans Parish,2000,197676.29479674794
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,233577.6789837398
178,Orleans Parish,2000,198982.37353658536
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,235926.81715447153
178,Orleans Parish,2000,200820.50276422765
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2000,198029.26635911717
160,Jefferson Parish,2000,239012.4093902439
178,Orleans Parish,2000,202231.78922764226
274,Caddo Parish,2000,132792.264846476
462,Livingston Parish,2000,150296.74796747966
1041,Washington Parish,2000,150296.74796747966
1360,Iberville Parish,2000,172569.68699312696
1560,West Baton Rouge Parish,2000,183871.31580885407
1661,Plaquemines Parish,2000,285832.149543545
1725,Pointe Coupee Parish,2000,150296.74796747966
2071,West Feliciana Parish,2000,201201.32127984273
158,East Baton Rouge Parish,2001,201783.3108827212
160,Jefferson Parish,2001,233643.05509881422
178,Orleans Parish,2001,198794.90656126483
274,Caddo Parish,2001,135199.6363956651
462,Livingston Parish,2001,152115.39802371542
1041,Washington Parish,2001,152130.0118577075
1360,Iberville Parish,2001,170983.13722258937
1560,West Baton Rouge Parish,2001,183110.53915514375
1661,Plaquemines Parish,2001,296350.0947839422
1725,Pointe Coupee Parish,2001,154205.17628458497
2071,West Feliciana Parish,2001,208448.54515661427
158,East Baton Rouge Parish,2001,201783.3108827212
160,Jefferson Parish,2001,234031.78308300392
178,Orleans Parish,2001,200430.19458498023
274,Caddo Parish,2001,135199.6363956651
462,Livingston Parish,2001,152115.39802371542
1041,Washington Parish,2001,152130.0118577075
1360,Iberville Parish,2001,170983.13722258937
1560,West Baton Rouge Parish,2001,183110.53915514375
1661,Plaquemines Parish,2001,296350.0947839422
1725,Pointe Coupee Parish,2001,154205.17628458497
2071,West Feliciana Parish,2001,208448.54515661427
158,East Baton Rouge Parish,2001,201783.3108827212
160,Jefferson Parish,2001,234994.834743083
178,Orleans Parish,2001,202213.0823320158
274,Caddo Parish,2001,135199.6363956651
462,Livingston Parish,2001,152115.39802371542
1041,Washington Parish,2001,152130.0118577075
1360,Iberville Parish,2001,170983.13722258937
1560,West Baton Rouge Parish,2001,183110.53915514375
1661,Plaquemines Parish,2001,296350.0947839422
1725,Pointe Coupee Parish,2001,154205.17628458497
2071,West Feliciana Parish,2001,208448.54515661427
158,East Baton Rouge Parish,2001,201783.3108827212
160,Jefferson Parish,2001,235956.42501976286
178,Orleans Parish,2001,203354.42276679844
274,Caddo Parish,2001,135199.6363956651
462,Livingston Parish,2001,152115.39802371542
1041,Washington Parish,2001,152130.0118577075
1360,Iberville Parish,2001,170983.13722258937
1560,West Baton Rouge Parish,2001,183110.53915514375
1661,Plaquemines Parish,2001,296350.0947839422
1725,Pointe Coupee Parish,2001,154205.17628458497
2071,West Feliciana Parish,2001,208448.54515661427
158,East Baton Rouge Parish,2001,201783.3108827212
160,Jefferson Parish,2001,236903.4014624506
178,Orleans Parish,2001,204827.49723320157
274,Caddo Parish,2001,135199.6363956651
462,Livingston Parish,2001,152115.39802371542
1041,Washington Parish,2001,152130.0118577075
1360,Iberville Parish,2001,170983.13722258937
1560,West Baton Rouge Parish,2001,183110.53915514375
1661,Plaquemines Parish,2001,296350.0947839422
1725,Pointe Coupee Parish,2001,154205.17628458497
2071,West Feliciana Parish,2001,208448.54515661427
158,East Baton Rouge Parish,2001,201783.3108827212
160,Jefferson Parish,2001,236353.92130434784
178,Orleans Parish,2001,206018.52470355728
274,Caddo Parish,2001,135199.6363956651
462,Livingston Parish,2001,152115.39802371542
1041,Washington Parish,2001,152130.0118577075
1360,Iberville Parish,2001,170983.13722258937
1560,West Baton Rouge Parish,2001,183110.53915514375
1661,Plaquemines Parish,2001,296350.0947839422
1725,Pointe Coupee Parish,2001,154205.17628458497
2071,West Feliciana Parish,2001,208448.54515661427
158,East Baton Rouge Parish,2001,201783.3108827212
160,Jefferson Parish,2001,236257.47
178,Orleans Parish,2001,207285.5441106719
274,Caddo Parish,2001,135199.6363956651
462,Livingston Parish,2001,152115.39802371542
1041,Washington Parish,2001,152130.0118577075
1360,Iberville Parish,2001,170983.13722258937
1560,West Baton Rouge Parish,2001,183110.53915514375
1661,Plaquemines Parish,2001,296350.0947839422
1725,Pointe Coupee Parish,2001,154205.17628458497
2071,West Feliciana Parish,2001,208448.54515661427
158,East Baton Rouge Parish,2001,201783.3108827212
160,Jefferson Parish,2001,236232.62648221344
178,Orleans Parish,2001,208093.6891304348
274,Caddo Parish,2001,135199.6363956651
462,Livingston Parish,2001,152115.39802371542
1041,Washington Parish,2001,152130.0118577075
1360,Iberville Parish,2001,170983.13722258937
1560,West Baton Rouge Parish,2001,183110.53915514375
1661,Plaquemines Parish,2001,296350.0947839422
1725,Pointe Coupee Parish,2001,154205.17628458497
2071,West Feliciana Parish,2001,208448.54515661427
